数据生成时间：2019-09-04 16:37
数据生成条件：
1. 时间范围：20190901至20190903
2. 时间单位：分日
3. 推广设备：移动设备，计算机
4. 投放网络：全部

账户,日期,推广计划,推广单元,关键词,搜索词,账户添加状态,展现,点击,消费,平均点击价格,网页转化,商桥转化
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁眼疼怎么回事","屁股又痒又疼怎么回事","未添加",1,1,5.97,5.97,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼痛是怎么回事","屁股疼痛腿疼怎么办","未添加",1,1,1.43,1.43,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼痛是怎么回事","屁股疼了一个月了都没有好","未添加",3,1,10.91,10.91,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼痛是怎么回事","坐久了屁股疼","未添加",8,1,4.23,4.23,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼痛是怎么回事","屁股疼屁股发炎了可以动手术吗","未添加",1,1,17.69,17.69,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼怎么回事","屁股疼痛腿疼是什么原因引起的","未添加",2,1,4.19,4.19,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼怎么回事","肚子涨痛屁股坠胀痛","未添加",1,1,5.61,5.61,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼怎么回事[疑问类]","屁股疼怎么回事","屁股上按上去会痛","未添加",1,1,9.46,9.46,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","肛门痛是怎么回事[疑问类]","肛门疼痛是怎么回事","吃了辣椒肛门疼 小妙招","未添加",7,1,2.96,2.96,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼是什么原因引起的[疑问类]","屁股疼痛是什么原因引起的","女性屁股两边环跳位胀痛是怎么回事","未添加",1,1,4.40,4.40,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼是什么原因引起的[疑问类]","屁股疼痛是什么原因引起的","红屁股怎么治","未添加",1,1,2.80,2.80,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁股疼是什么原因引起的[疑问类]","屁股疼痛是什么原因引起的","屁股疼痛是什么原因引起的","已添加",17,3,23.00,7.67,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁眼痛怎么缓解[疑问类]","屁眼疼怎么缓解","上火屁股眼疼怎么办","未添加",1,1,2.39,2.39,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GM]肛门疼痛","屁眼痛怎么缓解[疑问类]","屁眼疼怎么缓解","屁眼疼怎么缓解","已添加",12,1,2.99,2.99,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂会自愈吗[治疗类]","肛裂能自愈吗","脱肛能自愈吗","已添加",1,1,2.31,2.31,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂会自愈吗[治疗类]","肛裂能自愈吗","肛裂能自愈吗","已添加",10,1,2.93,2.93,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂会自愈吗[治疗类]","肛裂能自愈吗","肛裂可以治好吗","未添加",1,1,1.66,1.66,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂会自愈吗[治疗类]","肛裂能自愈吗","慢性肛裂","未添加",1,1,3.88,3.88,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂会自愈吗[治疗类]","肛裂会自愈吗","肛裂可以用开塞露吗","未添加",1,1,2.47,2.47,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","早期肛裂图片[症状类]","肛裂早期图片","早期肛裂图片","已添加",2,1,2.94,2.94,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂能自愈吗[治疗类]","肛裂能自愈吗","肛裂肛出血","已添加",5,1,1.76,1.76,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂能自愈吗[治疗类]","肛裂能自愈吗","肛裂能自愈吗","已添加",2,1,1.49,1.49,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂怎么办[疑问类]","肛裂怎么办","肛裂能好吗","已添加",1,1,4.39,4.39,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂怎么办[疑问类]","肛裂怎么办","肛裂怎么治疗最好","已添加",2,1,1.09,1.09,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛裂","肛裂怎么治[治疗类]","肛裂怎么治","肛裂怎么治疗最好","已添加",2,1,4.99,4.99,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘治疗要多少钱[治疗类]","肛瘘手术大概多少钱","肛瘘手术多久能恢复","已添加",2,1,5.57,5.57,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘治疗要多少钱[治疗类]","肛瘘手术大概多少钱","深圳市肛瘘手术医保报销比例","未添加",1,1,1.49,1.49,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘的治疗[治疗类]","肛瘘的治疗","肛瘘的治疗","已添加",3,1,5.31,5.31,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘的治疗[治疗类]","肛瘘的治疗","大蒜自愈肛瘘","未添加",1,1,1.82,1.82,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘的治疗[治疗类]","肛瘘的治疗","单纯性肛瘘能一次性治愈吗","未添加",1,1,2.27,2.27,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘的治疗[治疗类]","肛瘘的治疗","肛瘘手术多少费用","未添加",1,1,4.31,4.31,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘的治疗[治疗类]","肛瘘的治疗","肛瘘不开刀四种方法","已添加",2,1,3.61,3.61,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘不开刀四种方法[手术类]","肛瘘不开刀四种方法","肛瘘手术多久能恢复","已添加",3,1,8.26,8.26,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘不开刀四种方法[手术类]","肛瘘不开刀四种方法","肛瘘复发率吓人","未添加",1,1,2.74,2.74,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘不开刀四种方法[手术类]","肛瘘不开刀四种方法","肛瘘切除术的弊端","未添加",1,1,1.54,1.54,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘不开刀四种方法[手术类]","肛瘘不开刀四种方法","挂线肛瘘","未添加",2,1,1.34,1.34,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘啥症状[症状类]","肛瘘啥症状","肛瘘啥症状","已添加",8,3,16.64,5.55,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘啥症状[症状类]","肛瘘啥症状图片","什么叫肛瘘 图解","已添加",1,1,2.82,2.82,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘手术多久能恢复[手术类]","肛瘘手术多久能恢复","肛瘘手术多久能恢复","已添加",9,1,4.97,4.97,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘是怎么引起[疑问类]","肛瘘是怎么引起","肛瘘是怎么引起","已添加",2,1,5.24,5.24,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘是怎么引起[疑问类]","肛瘘是怎么引起","缸瘘","未添加",1,1,6.28,6.28,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘是怎么引起[疑问类]","肛瘘是怎么造成的","形成肛瘘的症状","未添加",1,1,5.84,5.84,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘是怎么引起[疑问类]","肛瘘是怎么造成的","肛瘘的形成原因是什么","未添加",1,1,2.55,2.55,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GL]肛瘘","肛瘘是怎么引起[疑问类]","肛瘘是怎么引起的","肛瘘","已添加",2,1,2.00,2.00,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉屎拉出血是怎么回事[疑问类]","拉屎拉血是怎么回事","拉泡沫大便是怎么回事","未添加",1,1,5.40,5.40,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","喝茶拉肚子","未添加",2,1,2.75,2.75,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","经常拉肚子是为什么","未添加",2,1,1.05,1.05,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","突然晕倒是怎么回事","未添加",1,1,1.79,1.79,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","拉肚子有粘液","未添加",1,1,2.87,2.87,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","老是肚子疼拉肚子怎么回事","未添加",1,1,2.61,2.61,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","拉肚子是什么原因","未添加",4,2,6.17,3.09,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","拉肚子是怎么回事","未添加",1,1,5.12,5.12,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","为什么一直拉肚子拉稀","未添加",2,1,1.60,1.60,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","一直拉肚子怎么办 跟水一样","未添加",14,2,3.00,1.50,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","老是拉肚子是怎么回事","未添加",3,1,1.11,1.11,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","腹泻拉稀水是什么原因","未添加",4,1,2.94,2.94,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉肚子有血怎么回事","经常拉肚子是什么原因","未添加",57,3,4.07,1.36,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉血怎么回事","拉血是怎么回事","已添加",1,1,0.33,0.33,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉血怎么回事[疑问类]","拉大便出血怎么回事","男大便带血是怎么回事","未添加",1,1,12.01,12.01,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便带血是怎么回事[疑问类]","大便带血是怎么回事","每天早上就要大便是什么原因","未添加",1,1,5.84,5.84,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血块什么原因[疑问类]","大便有血块什么原因","大便成粒状是什么原因","未添加",1,1,4.19,4.19,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血块什么原因[疑问类]","大便有血块什么原因","痛经有血块是什么原因","未添加",2,1,1.91,1.91,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便出血什么症状[症状类]","大便出血是什么症状","大便出鲜血","已添加",3,1,1.75,1.75,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮出血图片[症状类]","血栓痔疮图片","血栓痔疮图片","已添加",2,1,11.10,11.10,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮出血图片[症状类]","血栓痔疮图片","血栓是怎么形成的","未添加",23,1,2.89,2.89,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮出血图片[症状类]","血栓痔疮图片","身体有血栓是什么症状","未添加",1,1,2.32,2.32,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮出血图片[症状类]","痔疮出血图片","内痔出血能自愈吗","已添加",1,1,8.28,8.28,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","屁眼出血是怎么回事[疑问类]","屁眼出血是怎么回事","肛门出血是什么原因","已添加",2,1,4.90,4.90,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉大便拉血怎么办","拉屎拉出了深红色","未添加",1,1,2.45,2.45,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","拉了几天肚子","未添加",2,1,1.22,1.22,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","拉肚子拉水怎么办","未添加",62,7,17.45,2.49,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","肚子一阵一阵的痛拉稀","未添加",2,1,1.55,1.55,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","一直拉肚子怎么办 跟水一样","未添加",1,1,8.13,8.13,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","拉肚子拉了好几天了怎么回事","未添加",1,1,2.62,2.62,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","经常拉肚子该怎么办","未添加",1,1,2.76,2.76,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉出血怎么办[疑问类]","拉肚子拉出血怎么办","总拉肚子怎么回事","未添加",1,1,4.37,4.37,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血什么原因[疑问类]","大便有血什么原因","便带血怎么回事","已添加",1,1,9.98,9.98,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血什么原因[疑问类]","大便有隐血是什么原因","放了4个小时的大便能查隐血吗","未添加",1,1,5.42,5.42,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便出血什么原因[疑问类]","拉大便出血是什么原因","什么会引起大便特别粗","未添加",1,1,8.71,8.71,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痣疮出血怎么办[疑问类]","内痣出血怎么办","身上出现血痣怎么回事","未添加",1,1,1.72,1.72,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","大便血丝","大便粘液里有血丝","已添加",1,1,5.41,5.41,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","大便喷血","这几天大便出血是痔疮还是别的原因","未添加",1,1,5.00,5.00,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","大便潜血","查大便潜血不能吃什么","未添加",1,1,2.28,2.28,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","粪便隐血","大便隐血是什么颜色","未添加",4,2,8.44,4.22,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","粪便隐血","大便潜血看得出来吗","未添加",1,1,5.12,5.12,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","粪便隐血","粪便隐血弱阳性十什么意思","未添加",2,1,2.10,2.10,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","粪便隐血","隐血","未添加",4,2,3.18,1.59,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便便血[通用类]","粪便隐血","便隐血阳性","未添加",1,1,0.30,0.30,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便出血块果冻一样[通用类]","大便出血块果冻一样","大便里有果冻状小块","未添加",1,1,3.03,3.03,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便出血块果冻一样[通用类]","大便出血块果冻一样","拉果冻状大便透明液体","未添加",2,1,1.05,1.05,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血[通用类]","大便有血","排便时疼痛带血怎么回事","未添加",2,1,9.25,9.25,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉硬屎出血[通用类]","屎太硬拉出血","老是拉羊屎是什么原因","未添加",1,1,2.59,2.59,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血粘液[通用类]","大便有粘液带血丝","大便有粘液带血丝","已添加",4,1,2.08,2.08,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血粘液[通用类]","大便有血粘液","大便有果冻状粘液","未添加",1,1,4.21,4.21,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血粘液[通用类]","大便有血粘液","便粘液","未添加",1,1,5.18,5.18,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血粘液[通用类]","大便有血粘液","大便最后有泡沫和黏液?","未添加",1,1,3.80,3.80,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便有血粘液[通用类]","大便粘液带血丝","腹泻大便有粘液中有血丝","未添加",2,1,4.45,4.45,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉屎就出血[通用类]","拉粑粑有血","拉粑粑有血","已添加",3,1,8.88,8.88,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子拉出血","拉肚子拉水","未添加",1,1,2.07,2.07,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子拉出血","拉肚子有血怎么回事","已添加",39,1,5.08,5.08,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子拉出血","早上吃完饭就拉肚子","未添加",1,1,1.28,1.28,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子拉出血","哺乳期 拉肚子出血","未添加",1,1,2.71,2.71,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子有血","拉肚子有粘液","未添加",1,1,2.74,2.74,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉肚子血便[通用类]","拉肚子有血","腹泻有血","已添加",1,1,3.56,3.56,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","便便出血[通用类]","便便出血","拉屎拉出血","已添加",2,2,8.20,4.10,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","便便出血[通用类]","大便大量出血","大便出血怎么回事女性","已添加",2,1,3.16,3.16,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","便便出血[通用类]","大大便出血","大便次数多便血不疼","未添加",1,1,8.62,8.62,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉屎擦出血[通用类]","拉屎流血","啦大号流血","未添加",1,1,3.04,3.04,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉屎擦出血[通用类]","大便拉出血","大便出鲜血","已添加",3,2,9.96,4.98,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","便秘出血[通用类]","便秘出血","便秘出血要吃什么东西","未添加",1,1,2.74,2.74,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","擦屁股有血[通用类]","大便擦屁股有血","拉屎很硬擦屁股有血","未添加",1,1,14.26,14.26,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","搽屁股时纸上有血[通用类]","擦屁股纸上有鲜血无痛","擦屁股纸上有鲜血无痛","已添加",2,1,7.51,7.51,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉完大便擦屁股有血[通用类]","拉完屎擦屁股纸上有血","为什么擦屁屁会有血块","未添加",1,1,4.20,4.20,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便带血啥原因[通用类]","大便流血啥原因","大便是红色的是因为什么原因","未添加",1,1,8.43,8.43,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子疼便血[通用类]","肚子疼便血","肚子涨便血什么原因","未添加",1,1,5.01,5.01,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子疼便血[通用类]","肚子疼拉大便有血","拉屎的时候肚子疼","未添加",1,1,2.67,2.67,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子疼便血[通用类]","肚子疼拉大便有血","肚子痛就想大便","未添加",1,1,4.99,4.99,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉屎出血但是不疼[通用类]","拉屎出血但不疼","不痛不痒大便出血怎么回事","未添加",1,1,5.40,5.40,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮流血不止[通用类]","痔疮流血不止","痔疮出血怎么办止血","未添加",1,1,2.02,2.02,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛拉出血","拉稀肚子疼怎么回事","未添加",2,1,1.74,1.74,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛拉出血","肚子痛还拉稀","未添加",10,1,0.10,0.10,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛拉出血","一直肚子疼拉稀","未添加",1,1,3.56,3.56,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛拉出血","上次说肚子痛,忽然有血.","未添加",1,1,2.78,2.78,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛大便出血","拉屎出血还肚子疼","未添加",1,1,3.97,3.97,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","肚子痛大便便血[通用类]","肚子痛大便出血","想大便肚子就疼还会有血","未添加",1,1,1.96,1.96,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","痔疮大便出血[通用类]","便血痔疮","痔疮膏用了反而出血了","未添加",2,1,6.01,6.01,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","上完厕所纸上有血[通用类]","大便后便纸上有血","大便不带血但纸上带血","已添加",1,1,2.52,2.52,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","喝酒后大便拉出血[通用类]","一喝酒就大便出血","一喝酒就拉肚子","未添加",6,1,3.34,3.34,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉稀带血[通用类]","拉稀有血","拉肚子大便带血","已添加",1,1,8.12,8.12,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉稀带血[通用类]","拉稀还便血","肚子咕噜咕噜响还拉稀","未添加",4,1,1.29,1.29,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","拉稀带血[通用类]","拉稀带鲜血","拉肚子有鲜血是什么原因","未添加",1,1,0.36,0.36,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便的时候拉血[通用类]","拉便便的时候出血","拉便便的时候出血","已添加",2,1,13.45,13.45,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","上厕所拉血[通用类]","上厕所拉出血","拉肚子拉血怎么回事","已添加",2,1,3.32,3.32,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","上厕所拉血[通用类]","上厕所拉出血","上厕所之后下面出血,哪也不疼","未添加",5,2,6.01,3.01,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便黑色有血[通用类]","大便黑色有血","大便黑色有血","已添加",35,1,4.50,4.50,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便黑色有血[通用类]","大便黑色带血","大便黑色带血是什么原因","已添加",22,1,1.82,1.82,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[BX]便血","大便拉血[通用类]","拉出血","三边出血是啥意思","未添加",1,1,1.77,1.77,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","做肠镜的危害","已添加",3,1,2.21,2.21,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","肠镜害人不浅","未添加",20,1,6.18,6.18,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","什么症状需要做肠镜","已添加",1,1,2.17,2.17,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","结肠镜检查痛苦吗","已添加",10,1,4.23,4.23,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","肠镜怎么做的过程","已添加",2,1,1.73,1.73,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","做肠镜真的很痛苦吗","肠镜","已添加",23,1,2.72,2.72,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","电子肠镜检查痛苦吗[疑问类]","电子肠镜检查痛苦吗","肠镜怎样做","已添加",3,1,4.52,4.52,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","大便出血要做肠镜吗[疑问类]","大便出血要做肠镜吗","大便出血,可以做肠镜吗","未添加",1,1,3.54,3.54,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","怎样做无痛肠镜[疑问类]","无痛肠镜怎样做","肠镜无痛好还是普通好","未添加",2,2,6.81,3.41,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","无痛肠镜多少钱[通用类]","无痛肠镜需要多少钱","做肠镜前要拉多少次","未添加",1,1,6.04,6.04,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","大便常规能检查出什么[疑问类]","大便常规检查能查出什么","粪便常规检查什么","未添加",1,1,0.79,0.79,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","大便常规能检查出什么[疑问类]","大便常规检查能查出什么","大便是检查什么的","未添加",1,1,0.52,0.52,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","大便常规能检查出什么[疑问类]","大便常规检查能查出什么","大便常规检查能查出什么","已添加",22,1,4.21,4.21,0,0
"深圳远大肛肠医院03","2019-09-02","B类-[GCJ]肛肠镜","大便常规能检查出什么[疑问类]","大便常规能检查出什么","粪便常规检查什么","未添加",1,1,1.62,1.62,0,0
